folio,locus_id,descriptor,prefix,locus_key,clock,normalized_word,has_uncertain_reading,quire,hand,illustration,image_available,image_candidate
f73v,12,&Lz,&,"f73v.12,&Lz",02:00,ykeody,False,L,4,Z,False,
f73v,13,&Lz,&,"f73v.13,&Lz",03:00,oteody,False,L,4,Z,False,
f73v,14,&Lz,&,"f73v.14,&Lz",03:30,ypaiin,False,L,4,Z,False,
f73v,15,&Lz,&,"f73v.15,&Lz",04:00,yfaiin y,False,L,4,Z,False,
f73v,16,&Lz,&,"f73v.16,&Lz",05:00,ofcheesy,False,L,4,Z,False,
f73v,17,&Lz,&,"f73v.17,&Lz",06:00,oraiiny,False,L,4,Z,False,
f73v,18,&Lz,&,"f73v.18,&Lz",07:00,ykeeody,False,L,4,Z,False,
f73v,19,&Lz,&,"f73v.19,&Lz",07:30,okeos,False,L,4,Z,False,
f73v,20,&Lz,&,"f73v.20,&Lz",08:30,ykeear,False,L,4,Z,False,
f73v,21,&Lz,&,"f73v.21,&Lz",09:00,qokeoly,False,L,4,Z,False,
f73v,23,@Lz,@,"f73v.23,@Lz",09:30,otedy,False,L,4,Z,False,
f73v,24,&Lz,&,"f73v.24,&Lz",11:00,eeed,False,L,4,Z,False,
f73v,25,&Lz,&,"f73v.25,&Lz",01:00,oky,False,L,4,Z,False,
f73v,26,&Lz,&,"f73v.26,&Lz",02:00,oia?,True,L,4,Z,False,
f73v,27,&Lz,&,"f73v.27,&Lz",02:30,okal,False,L,4,Z,False,
f73v,28,&Lz,&,"f73v.28,&Lz",03:30,ykey,False,L,4,Z,False,
f73v,29,&Lz,&,"f73v.29,&Lz",05:00,ykeee,False,L,4,Z,False,
f73v,30,&Lz,&,"f73v.30,&Lz",06:00,okeod,False,L,4,Z,False,
f73v,31,&Lz,&,"f73v.31,&Lz",07:30,ykey,False,L,4,Z,False,
f73v,32,&Lz,&,"f73v.32,&Lz",08:30,ypal,False,L,4,Z,False,
